Actual Traffic Volume,Predicted Traffic Volume,Actual Congestion Level,Predicted Congestion Level,Recommendation
2991.0,3114.5317,Medium,Medium,Expect moderate delays and allow extra travel time.
2613.0,3017.7874,Medium,Medium,Expect moderate delays and allow extra travel time.
2282.0,2554.7505,Medium,Medium,Expect moderate delays and allow extra travel time.
2282.0,2526.6882,Medium,Medium,Expect moderate delays and allow extra travel time.
1454.0,1617.9049,Low,Low,Traffic conditions are favorable.
1454.0,1584.5801,Low,Low,Traffic conditions are favorable.
693.0,789.2395,Low,Low,Traffic conditions are favorable.
460.0,491.51657,Low,Low,Traffic conditions are favorable.
360.0,407.21005,Low,Low,Traffic conditions are favorable.
360.0,390.58057,Low,Low,Traffic conditions are favorable.
376.0,412.16473,Low,Low,Traffic conditions are favorable.
376.0,393.47006,Low,Low,Traffic conditions are favorable.
376.0,402.69363,Low,Low,Traffic conditions are favorable.
873.0,818.8895,Low,Low,Traffic conditions are favorable.
873.0,811.6572,Low,Low,Traffic conditions are favorable.
873.0,815.89996,Low,Low,Traffic conditions are favorable.
2822.0,2691.553,Medium,Medium,Expect moderate delays and allow extra travel time.
2822.0,2680.2405,Medium,Medium,Expect moderate delays and allow extra travel time.
2822.0,2694.0234,Medium,Medium,Expect moderate delays and allow extra travel time.
2822.0,2689.9404,Medium,Medium,Expect moderate delays and allow extra travel time.
5266.0,5305.5317,High,High,Avoid peak hours or consider an alternative route.
5266.0,5335.432,High,High,Avoid peak hours or consider an alternative route.
5266.0,5333.001,High,High,Avoid peak hours or consider an alternative route.
5821.0,5906.936,High,High,Avoid peak hours or consider an alternative route.
5821.0,5998.8643,High,High,Avoid peak hours or consider an alternative route.
5821.0,5929.4937,High,High,Avoid peak hours or consider an alternative route.
5339.0,5531.947,High,High,Avoid peak hours or consider an alternative route.
5339.0,5569.1333,High,High,Avoid peak hours or consider an alternative route.
4816.0,4923.4346,High,High,Avoid peak hours or consider an alternative route.
4816.0,4905.8013,High,High,Avoid peak hours or consider an alternative route.
4816.0,4919.5845,High,High,Avoid peak hours or consider an alternative route.
4592.0,4640.081,High,Medium,Expect moderate delays and allow extra travel time.
4592.0,4679.6016,High,High,Avoid peak hours or consider an alternative route.
4592.0,4665.639,High,High,Avoid peak hours or consider an alternative route.
4823.0,4752.9526,High,High,Avoid peak hours or consider an alternative route.
5253.0,5011.924,High,High,Avoid peak hours or consider an alternative route.
5253.0,5010.146,High,High,Avoid peak hours or consider an alternative route.
5169.0,4973.179,High,High,Avoid peak hours or consider an alternative route.
5602.0,5646.5044,High,High,Avoid peak hours or consider an alternative route.
4987.0,5820.655,High,High,Avoid peak hours or consider an alternative route.
4465.0,4619.3022,Medium,Medium,Expect moderate delays and allow extra travel time.
4465.0,4540.864,Medium,Medium,Expect moderate delays and allow extra travel time.
3574.0,3505.0388,Medium,Medium,Expect moderate delays and allow extra travel time.
3124.0,3176.2004,Medium,Medium,Expect moderate delays and allow extra travel time.
3121.0,3050.7302,Medium,Medium,Expect moderate delays and allow extra travel time.
3032.0,2847.4766,Medium,Medium,Expect moderate delays and allow extra travel time.
2030.0,2124.4714,Low,Low,Traffic conditions are favorable.
1235.0,1443.0951,Low,Low,Traffic conditions are favorable.
781.0,806.66425,Low,Low,Traffic conditions are favorable.
648.0,562.9861,Low,Low,Traffic conditions are favorable.
418.0,512.5489,Low,Low,Traffic conditions are favorable.
478.0,416.19183,Low,Low,Traffic conditions are favorable.
1500.0,1428.588,Low,Low,Traffic conditions are favorable.
2236.0,1956.1334,Medium,Low,Traffic conditions are favorable.
3031.0,2651.1858,Medium,Medium,Expect moderate delays and allow extra travel time.
3883.0,3299.921,Medium,Medium,Expect moderate delays and allow extra travel time.
4045.0,3827.0574,Medium,Medium,Expect moderate delays and allow extra travel time.
4418.0,4137.872,Medium,Medium,Expect moderate delays and allow extra travel time.
4505.0,4574.5557,Medium,Medium,Expect moderate delays and allow extra travel time.
4644.0,4576.3335,High,Medium,Expect moderate delays and allow extra travel time.
4796.0,4480.944,High,Medium,Expect moderate delays and allow extra travel time.
4674.0,4537.8486,High,Medium,Expect moderate delays and allow extra travel time.
4788.0,4521.949,High,Medium,Expect moderate delays and allow extra travel time.
4562.0,4419.076,Medium,Medium,Expect moderate delays and allow extra travel time.
4253.0,4096.858,Medium,Medium,Expect moderate delays and allow extra travel time.
3815.0,3493.7214,Medium,Medium,Expect moderate delays and allow extra travel time.
3434.0,3225.0376,Medium,Medium,Expect moderate delays and allow extra travel time.
3435.0,2995.0217,Medium,Medium,Expect moderate delays and allow extra travel time.
3131.0,2739.7317,Medium,Medium,Expect moderate delays and allow extra travel time.
2292.0,2307.866,Medium,Medium,Expect moderate delays and allow extra travel time.
1408.0,1545.3442,Low,Low,Traffic conditions are favorable.
969.0,882.00464,Low,Low,Traffic conditions are favorable.
749.0,602.70593,Low,Low,Traffic conditions are favorable.
344.0,496.008,Low,Low,Traffic conditions are favorable.
525.0,526.27295,Low,Low,Traffic conditions are favorable.
902.0,955.745,Low,Low,Traffic conditions are favorable.
1297.0,1367.946,Low,Low,Traffic conditions are favorable.
2927.0,2875.9277,Medium,Medium,Expect moderate delays and allow extra travel time.
3711.0,3441.8235,Medium,Medium,Expect moderate delays and allow extra travel time.
4021.0,3825.76,Medium,Medium,Expect moderate delays and allow extra travel time.
4250.0,4226.0156,Medium,Medium,Expect moderate delays and allow extra travel time.
4491.0,4202.752,Medium,Medium,Expect moderate delays and allow extra travel time.
4463.0,4226.105,Medium,Medium,Expect moderate delays and allow extra travel time.
4657.0,4272.154,High,Medium,Expect moderate delays and allow extra travel time.
4657.0,4064.0898,High,Medium,Expect moderate delays and allow extra travel time.
4098.0,3825.7615,Medium,Medium,Expect moderate delays and allow extra travel time.
3661.0,3314.161,Medium,Medium,Expect moderate delays and allow extra travel time.
3135.0,2909.5962,Medium,Medium,Expect moderate delays and allow extra travel time.
2803.0,2530.7693,Medium,Medium,Expect moderate delays and allow extra travel time.
2224.0,2022.1737,Medium,Low,Traffic conditions are favorable.
1397.0,1466.9043,Low,Low,Traffic conditions are favorable.
714.0,643.2842,Low,Low,Traffic conditions are favorable.
402.0,399.5664,Low,Low,Traffic conditions are favorable.
354.0,325.25702,Low,Low,Traffic conditions are favorable.
354.0,324.5562,Low,Low,Traffic conditions are favorable.
355.0,340.4586,Low,Low,Traffic conditions are favorable.
355.0,356.69504,Low,Low,Traffic conditions are favorable.
957.0,827.6727,Low,Low,Traffic conditions are favorable.
3008.0,2666.106,Medium,Medium,Expect moderate delays and allow extra travel time.
3008.0,2676.2332,Medium,Medium,Expect moderate delays and allow extra travel time.
6306.0,5825.285,High,High,Avoid peak hours or consider an alternative route.
6306.0,5931.2646,High,High,Avoid peak hours or consider an alternative route.
5522.0,5315.5723,High,High,Avoid peak hours or consider an alternative route.
4735.0,4582.269,High,High,Avoid peak hours or consider an alternative route.
4209.0,4160.484,Medium,Medium,Expect moderate delays and allow extra travel time.
4485.0,4278.048,Medium,Medium,Expect moderate delays and allow extra travel time.
4800.0,4537.736,High,High,Avoid peak hours or consider an alternative route.
4475.0,4580.0913,Medium,High,Avoid peak hours or consider an alternative route.
4677.0,4886.7095,High,High,Avoid peak hours or consider an alternative route.
5413.0,5384.1006,High,High,Avoid peak hours or consider an alternative route.
6317.0,6026.5825,High,High,Avoid peak hours or consider an alternative route.
5701.0,5657.9414,High,High,Avoid peak hours or consider an alternative route.
4293.0,4213.7964,Medium,Medium,Expect moderate delays and allow extra travel time.
2833.0,2639.8264,Medium,Medium,Expect moderate delays and allow extra travel time.
2492.0,2369.1438,Medium,Medium,Expect moderate delays and allow extra travel time.
1690.0,1807.808,Low,Low,Traffic conditions are favorable.
1182.0,1212.4926,Low,Low,Traffic conditions are favorable.
638.0,652.15594,Low,Low,Traffic conditions are favorable.
391.0,416.91473,Low,Low,Traffic conditions are favorable.
297.0,343.6705,Low,Low,Traffic conditions are favorable.
390.0,357.3829,Low,Low,Traffic conditions are favorable.
891.0,823.1997,Low,Low,Traffic conditions are favorable.
3184.0,2906.3323,Medium,Medium,Expect moderate delays and allow extra travel time.
5782.0,5501.5967,High,High,Avoid peak hours or consider an alternative route.
6409.0,5961.4463,High,High,Avoid peak hours or consider an alternative route.
5658.0,5519.221,High,High,Avoid peak hours or consider an alternative route.
4984.0,4884.2397,High,High,Avoid peak hours or consider an alternative route.
4386.0,4451.9053,Medium,Medium,Expect moderate delays and allow extra travel time.
4634.0,4545.8325,High,High,Avoid peak hours or consider an alternative route.
4664.0,4738.678,High,High,Avoid peak hours or consider an alternative route.
4944.0,5035.8447,High,High,Avoid peak hours or consider an alternative route.
5699.0,5550.6978,High,High,Avoid peak hours or consider an alternative route.
6558.0,6264.185,High,High,Avoid peak hours or consider an alternative route.
5636.0,5786.0854,High,High,Avoid peak hours or consider an alternative route.
4430.0,4533.4233,Medium,Medium,Expect moderate delays and allow extra travel time.
3266.0,2996.0674,Medium,Medium,Expect moderate delays and allow extra travel time.
2727.0,2727.013,Medium,Medium,Expect moderate delays and allow extra travel time.
2178.0,2054.484,Low,Low,Traffic conditions are favorable.
1269.0,1373.2778,Low,Low,Traffic conditions are favorable.
664.0,675.81555,Low,Low,Traffic conditions are favorable.
388.0,445.1821,Low,Low,Traffic conditions are favorable.
290.0,380.68625,Low,Low,Traffic conditions are favorable.
372.0,389.69818,Low,Low,Traffic conditions are favorable.
3121.0,2919.071,Medium,Medium,Expect moderate delays and allow extra travel time.
5926.0,5507.6904,High,High,Avoid peak hours or consider an alternative route.
6595.0,5986.956,High,High,Avoid peak hours or consider an alternative route.
5651.0,5662.9033,High,High,Avoid peak hours or consider an alternative route.
4974.0,5036.758,High,High,Avoid peak hours or consider an alternative route.
4974.0,5036.758,High,High,Avoid peak hours or consider an alternative route.
4545.0,4560.6646,Medium,Medium,Expect moderate delays and allow extra travel time.
4799.0,4817.7524,High,High,Avoid peak hours or consider an alternative route.
4860.0,4836.157,High,High,Avoid peak hours or consider an alternative route.
5032.0,5139.4736,High,High,Avoid peak hours or consider an alternative route.
5826.0,5600.2896,High,High,Avoid peak hours or consider an alternative route.
5826.0,5653.113,High,High,Avoid peak hours or consider an alternative route.
6668.0,6311.8154,High,High,Avoid peak hours or consider an alternative route.
6108.0,5773.711,High,High,Avoid peak hours or consider an alternative route.
4459.0,4638.9385,Medium,High,Avoid peak hours or consider an alternative route.
3473.0,3494.899,Medium,Medium,Expect moderate delays and allow extra travel time.
3053.0,3026.7139,Medium,Medium,Expect moderate delays and allow extra travel time.
3072.0,2729.587,Medium,Medium,Expect moderate delays and allow extra travel time.
2422.0,2079.1965,Medium,Low,Traffic conditions are favorable.
1922.0,1369.9468,Low,Low,Traffic conditions are favorable.
750.0,731.52545,Low,Low,Traffic conditions are favorable.
411.0,461.28128,Low,Low,Traffic conditions are favorable.
306.0,391.74307,Low,Low,Traffic conditions are favorable.
409.0,408.8757,Low,Low,Traffic conditions are favorable.
911.0,886.20917,Low,Low,Traffic conditions are favorable.
3147.0,2933.3965,Medium,Medium,Expect moderate delays and allow extra travel time.
5813.0,5552.8667,High,High,Avoid peak hours or consider an alternative route.
6299.0,6001.722,High,High,Avoid peak hours or consider an alternative route.
5866.0,5674.0713,High,High,Avoid peak hours or consider an alternative route.
4925.0,5064.066,High,High,Avoid peak hours or consider an alternative route.
4390.0,4659.5127,Medium,High,Avoid peak hours or consider an alternative route.
4654.0,4800.4795,High,High,Avoid peak hours or consider an alternative route.
4806.0,4985.579,High,High,Avoid peak hours or consider an alternative route.
5029.0,4939.9614,High,High,Avoid peak hours or consider an alternative route.
5264.0,5267.2256,High,High,Avoid peak hours or consider an alternative route.
5264.0,5260.852,High,High,Avoid peak hours or consider an alternative route.
5264.0,5234.0645,High,High,Avoid peak hours or consider an alternative route.
5752.0,5681.5723,High,High,Avoid peak hours or consider an alternative route.
6566.0,6318.1636,High,High,Avoid peak hours or consider an alternative route.
5905.0,5891.6826,High,High,Avoid peak hours or consider an alternative route.
4555.0,4646.597,Medium,High,Avoid peak hours or consider an alternative route.
3707.0,3519.4763,Medium,Medium,Expect moderate delays and allow extra travel time.
3154.0,3155.1228,Medium,Medium,Expect moderate delays and allow extra travel time.
3206.0,2987.7385,Medium,Medium,Expect moderate delays and allow extra travel time.
2959.0,2596.5054,Medium,Medium,Expect moderate delays and allow extra travel time.
1412.0,1604.1879,Low,Low,Traffic conditions are favorable.
774.0,808.86176,Low,Low,Traffic conditions are favorable.
456.0,486.76294,Low,Low,Traffic conditions are favorable.
344.0,402.13705,Low,Low,Traffic conditions are favorable.
390.0,399.70758,Low,Low,Traffic conditions are favorable.
836.0,819.3957,Low,Low,Traffic conditions are favorable.
2945.0,2677.931,Medium,Medium,Expect moderate delays and allow extra travel time.
5353.0,5286.818,High,High,Avoid peak hours or consider an alternative route.
5950.0,5877.35,High,High,Avoid peak hours or consider an alternative route.
5232.0,5463.958,High,High,Avoid peak hours or consider an alternative route.
4674.0,4833.7393,High,High,Avoid peak hours or consider an alternative route.
4571.0,4575.1123,Medium,High,Avoid peak hours or consider an alternative route.
4813.0,4693.809,High,High,Avoid peak hours or consider an alternative route.
5121.0,5008.013,High,High,Avoid peak hours or consider an alternative route.
5228.0,4937.7954,High,High,Avoid peak hours or consider an alternative route.
5400.0,5215.9126,High,High,Avoid peak hours or consider an alternative route.
6254.0,5930.7793,High,High,Avoid peak hours or consider an alternative route.
5160.0,5740.453,High,High,Avoid peak hours or consider an alternative route.
4303.0,4615.5303,Medium,Medium,Expect moderate delays and allow extra travel time.
3506.0,3532.4973,Medium,Medium,Expect moderate delays and allow extra travel time.
3184.0,3160.195,Medium,Medium,Expect moderate delays and allow extra travel time.
3191.0,3030.782,Medium,Medium,Expect moderate delays and allow extra travel time.
3112.0,2825.456,Medium,Medium,Expect moderate delays and allow extra travel time.
2048.0,2114.1936,Low,Low,Traffic conditions are favorable.
1225.0,1452.8658,Low,Low,Traffic conditions are favorable.
871.0,816.4353,Low,Low,Traffic conditions are favorable.
581.0,580.1322,Low,Low,Traffic conditions are favorable.
384.0,533.5175,Low,Low,Traffic conditions are favorable.
451.0,430.91074,Low,Low,Traffic conditions are favorable.
902.0,773.98914,Low,Low,Traffic conditions are favorable.
1530.0,1428.588,Low,Low,Traffic conditions are favorable.
1974.0,1950.3505,Low,Low,Traffic conditions are favorable.
2713.0,2678.4392,Medium,Medium,Expect moderate delays and allow extra travel time.
3457.0,3308.8875,Medium,Medium,Expect moderate delays and allow extra travel time.
3639.0,3827.0574,Medium,Medium,Expect moderate delays and allow extra travel time.
4009.0,4155.0874,Medium,Medium,Expect moderate delays and allow extra travel time.
4158.0,4487.8843,Medium,Medium,Expect moderate delays and allow extra travel time.
3948.0,4436.7227,Medium,Medium,Expect moderate delays and allow extra travel time.
3974.0,4417.2676,Medium,Medium,Expect moderate delays and allow extra travel time.
4007.0,4332.2075,Medium,Medium,Expect moderate delays and allow extra travel time.
3657.0,4200.234,Medium,Medium,Expect moderate delays and allow extra travel time.
3247.0,3519.692,Medium,Medium,Expect moderate delays and allow extra travel time.
2937.0,3104.3518,Medium,Medium,Expect moderate delays and allow extra travel time.
2937.0,3174.7166,Medium,Medium,Expect moderate delays and allow extra travel time.
3001.0,2978.0188,Medium,Medium,Expect moderate delays and allow extra travel time.
3005.0,2701.6956,Medium,Medium,Expect moderate delays and allow extra travel time.
1968.0,2300.0994,Low,Medium,Expect moderate delays and allow extra travel time.
1487.0,1564.5863,Low,Low,Traffic conditions are favorable.
924.0,898.5643,Low,Low,Traffic conditions are favorable.
869.0,623.9656,Low,Low,Traffic conditions are favorable.
546.0,515.25024,Low,Low,Traffic conditions are favorable.
378.0,389.84784,Low,Low,Traffic conditions are favorable.
657.0,559.41895,Low,Low,Traffic conditions are favorable.
1210.0,900.8304,Low,Low,Traffic conditions are favorable.
1286.0,1395.4838,Low,Low,Traffic conditions are favorable.
1286.0,1414.0583,Low,Low,Traffic conditions are favorable.
1866.0,2021.655,Low,Low,Traffic conditions are favorable.
2855.0,2775.8428,Medium,Medium,Expect moderate delays and allow extra travel time.
3500.0,3453.6636,Medium,Medium,Expect moderate delays and allow extra travel time.
3824.0,3790.729,Medium,Medium,Expect moderate delays and allow extra travel time.
4016.0,4206.12,Medium,Medium,Expect moderate delays and allow extra travel time.
4489.0,4183.2095,Medium,Medium,Expect moderate delays and allow extra travel time.
4435.0,4208.0684,Medium,Medium,Expect moderate delays and allow extra travel time.
4412.0,4186.343,Medium,Medium,Expect moderate delays and allow extra travel time.
4412.0,4186.343,Medium,Medium,Expect moderate delays and allow extra travel time.
4485.0,4220.3,Medium,Medium,Expect moderate delays and allow extra travel time.
4485.0,4220.3,Medium,Medium,Expect moderate delays and allow extra travel time.
4485.0,4290.301,Medium,Medium,Expect moderate delays and allow extra travel time.
4146.0,4112.5186,Medium,Medium,Expect moderate delays and allow extra travel time.
4146.0,4112.5186,Medium,Medium,Expect moderate delays and allow extra travel time.
3947.0,3815.8816,Medium,Medium,Expect moderate delays and allow extra travel time.
3604.0,3336.5166,Medium,Medium,Expect moderate delays and allow extra travel time.
3344.0,2855.921,Medium,Medium,Expect moderate delays and allow extra travel time.
2794.0,2546.492,Medium,Medium,Expect moderate delays and allow extra travel time.
2084.0,1995.849,Low,Low,Traffic conditions are favorable.
640.0,641.30634,Low,Low,Traffic conditions are favorable.
384.0,412.32394,Low,Low,Traffic conditions are favorable.
317.0,341.27368,Low,Low,Traffic conditions are favorable.
333.0,348.59772,Low,Low,Traffic conditions are favorable.
915.0,809.11993,Low,Low,Traffic conditions are favorable.
3051.0,2673.1448,Medium,Medium,Expect moderate delays and allow extra travel time.
5560.0,5305.2026,High,High,Avoid peak hours or consider an alternative route.
6313.0,5740.0054,High,High,Avoid peak hours or consider an alternative route.
6313.0,5792.485,High,High,Avoid peak hours or consider an alternative route.
5427.0,5418.215,High,High,Avoid peak hours or consider an alternative route.
4638.0,4553.072,High,High,Avoid peak hours or consider an alternative route.
4233.0,4131.1255,Medium,Medium,Expect moderate delays and allow extra travel time.
4491.0,4279.5405,Medium,Medium,Expect moderate delays and allow extra travel time.
4522.0,4596.472,Medium,High,Avoid peak hours or consider an alternative route.
4625.0,4594.4614,High,High,Avoid peak hours or consider an alternative route.
4808.0,4896.6797,High,High,Avoid peak hours or consider an alternative route.
5483.0,5370.3154,High,High,Avoid peak hours or consider an alternative route.
5632.0,6053.1436,High,High,Avoid peak hours or consider an alternative route.
5590.0,5606.3506,High,High,Avoid peak hours or consider an alternative route.
4288.0,4175.5586,Medium,Medium,Expect moderate delays and allow extra travel time.
3190.0,3104.1765,Medium,Medium,Expect moderate delays and allow extra travel time.
2911.0,2632.3052,Medium,Medium,Expect moderate delays and allow extra travel time.
2431.0,2343.1736,Medium,Medium,Expect moderate delays and allow extra travel time.
1742.0,1786.7576,Low,Low,Traffic conditions are favorable.
1116.0,1170.4277,Low,Low,Traffic conditions are favorable.
625.0,651.7426,Low,Low,Traffic conditions are favorable.
368.0,429.65384,Low,Low,Traffic conditions are favorable.
299.0,349.60123,Low,Low,Traffic conditions are favorable.
352.0,365.5036,Low,Low,Traffic conditions are favorable.
819.0,836.7762,Low,Low,Traffic conditions are favorable.
2764.0,2906.7986,Medium,Medium,Expect moderate delays and allow extra travel time.
4240.0,5504.11,Medium,High,Avoid peak hours or consider an alternative route.
5655.0,5941.0195,High,High,Avoid peak hours or consider an alternative route.
5960.0,5506.9727,High,High,Avoid peak hours or consider an alternative route.
4455.0,4450.557,Medium,Medium,Expect moderate delays and allow extra travel time.
4727.0,4552.3345,High,High,Avoid peak hours or consider an alternative route.
4998.0,4746.958,High,High,Avoid peak hours or consider an alternative route.
4875.0,4738.461,High,High,Avoid peak hours or consider an alternative route.
4922.0,5035.6274,High,High,Avoid peak hours or consider an alternative route.
5722.0,5537.4766,High,High,Avoid peak hours or consider an alternative route.
6357.0,6269.426,High,High,Avoid peak hours or consider an alternative route.
5912.0,5827.4224,High,High,Avoid peak hours or consider an alternative route.
4740.0,4532.221,High,Medium,Expect moderate delays and allow extra travel time.
3288.0,3341.849,Medium,Medium,Expect moderate delays and allow extra travel time.
3076.0,2973.0278,Medium,Medium,Expect moderate delays and allow extra travel time.
2686.0,2725.2095,Medium,Medium,Expect moderate delays and allow extra travel time.
2152.0,2050.0305,Low,Low,Traffic conditions are favorable.
1263.0,1356.25,Low,Low,Traffic conditions are favorable.
662.0,703.3004,Low,Low,Traffic conditions are favorable.
398.0,483.27875,Low,Low,Traffic conditions are favorable.
352.0,422.7064,Low,Low,Traffic conditions are favorable.
409.0,422.10764,Low,Low,Traffic conditions are favorable.
908.0,892.4783,Low,Low,Traffic conditions are favorable.
3063.0,3000.8567,Medium,Medium,Expect moderate delays and allow extra travel time.
5431.0,5661.007,High,High,Avoid peak hours or consider an alternative route.
5431.0,5661.007,High,High,Avoid peak hours or consider an alternative route.
5853.0,6162.6226,High,High,Avoid peak hours or consider an alternative route.
5853.0,6157.137,High,High,Avoid peak hours or consider an alternative route.
5873.0,5773.3735,High,High,Avoid peak hours or consider an alternative route.
5068.0,5166.949,High,High,Avoid peak hours or consider an alternative route.
5068.0,5152.14,High,High,Avoid peak hours or consider an alternative route.
4665.0,4720.449,High,High,Avoid peak hours or consider an alternative route.
4986.0,4875.711,High,High,Avoid peak hours or consider an alternative route.
5141.0,4977.6177,High,High,Avoid peak hours or consider an alternative route.
4874.0,4992.4473,High,High,Avoid peak hours or consider an alternative route.
5044.0,5295.0547,High,High,Avoid peak hours or consider an alternative route.
5655.0,5755.3804,High,High,Avoid peak hours or consider an alternative route.
5655.0,5755.3804,High,High,Avoid peak hours or consider an alternative route.
6455.0,6466.915,High,High,Avoid peak hours or consider an alternative route.
5773.0,6029.6606,High,High,Avoid peak hours or consider an alternative route.
4500.0,4729.959,Medium,High,Avoid peak hours or consider an alternative route.
3389.0,3594.451,Medium,Medium,Expect moderate delays and allow extra travel time.
2992.0,2992.2551,Medium,Medium,Expect moderate delays and allow extra travel time.
2559.0,2774.9905,Medium,Medium,Expect moderate delays and allow extra travel time.
2344.0,2088.3704,Medium,Low,Traffic conditions are favorable.
1320.0,1358.294,Low,Low,Traffic conditions are favorable.
709.0,754.8448,Low,Low,Traffic conditions are favorable.
413.0,488.10544,Low,Low,Traffic conditions are favorable.
324.0,413.78275,Low,Low,Traffic conditions are favorable.
403.0,421.17996,Low,Low,Traffic conditions are favorable.
887.0,892.9701,Low,Low,Traffic conditions are favorable.
3091.0,3013.6357,Medium,Medium,Expect moderate delays and allow extra travel time.
5589.0,5663.4346,High,High,Avoid peak hours or consider an alternative route.
6435.0,6187.405,High,High,Avoid peak hours or consider an alternative route.
5736.0,5794.911,High,High,Avoid peak hours or consider an alternative route.
4976.0,5165.353,High,High,Avoid peak hours or consider an alternative route.
4388.0,4766.2954,Medium,High,Avoid peak hours or consider an alternative route.
4652.0,4914.267,High,High,Avoid peak hours or consider an alternative route.
4977.0,5108.8394,High,High,Avoid peak hours or consider an alternative route.
4931.0,5091.563,High,High,Avoid peak hours or consider an alternative route.
5104.0,5390.612,High,High,Avoid peak hours or consider an alternative route.
5707.0,5868.6475,High,High,Avoid peak hours or consider an alternative route.
6303.0,6496.0786,High,High,Avoid peak hours or consider an alternative route.
5783.0,6001.5103,High,High,Avoid peak hours or consider an alternative route.
4569.0,4788.433,Medium,High,Avoid peak hours or consider an alternative route.
3103.0,3268.656,Medium,Medium,Expect moderate delays and allow extra travel time.
3023.0,3071.992,Medium,Medium,Expect moderate delays and allow extra travel time.
2303.0,2640.5608,Medium,Medium,Expect moderate delays and allow extra travel time.
1379.0,1634.855,Low,Low,Traffic conditions are favorable.
778.0,826.0094,Low,Low,Traffic conditions are favorable.
435.0,519.06287,Low,Low,Traffic conditions are favorable.
371.0,430.0607,Low,Low,Traffic conditions are favorable.
398.0,432.00748,Low,Low,Traffic conditions are favorable.
853.0,863.82544,Low,Low,Traffic conditions are favorable.
2900.0,2776.7925,Medium,Medium,Expect moderate delays and allow extra travel time.
5265.0,5436.624,High,High,Avoid peak hours or consider an alternative route.
5783.0,6105.151,High,High,Avoid peak hours or consider an alternative route.
4384.0,4808.5347,Medium,High,Avoid peak hours or consider an alternative route.
4384.0,4799.477,Medium,High,Avoid peak hours or consider an alternative route.
4820.0,4933.9683,High,High,Avoid peak hours or consider an alternative route.
4820.0,4916.9443,High,High,Avoid peak hours or consider an alternative route.
5073.0,5159.5464,High,High,Avoid peak hours or consider an alternative route.
5067.0,5137.25,High,High,Avoid peak hours or consider an alternative route.
5456.0,5410.4556,High,High,Avoid peak hours or consider an alternative route.
5646.0,5804.437,High,High,Avoid peak hours or consider an alternative route.
5888.0,6239.0234,High,High,Avoid peak hours or consider an alternative route.
5135.0,5930.207,High,High,Avoid peak hours or consider an alternative route.
4753.0,4813.187,High,High,Avoid peak hours or consider an alternative route.
3767.0,3724.081,Medium,Medium,Expect moderate delays and allow extra travel time.
3461.0,3303.8706,Medium,Medium,Expect moderate delays and allow extra travel time.
2632.0,3139.7285,Medium,Medium,Expect moderate delays and allow extra travel time.
2632.0,3124.286,Medium,Medium,Expect moderate delays and allow extra travel time.
2594.0,2846.8552,Medium,Medium,Expect moderate delays and allow extra travel time.
2594.0,2828.6086,Medium,Medium,Expect moderate delays and allow extra travel time.
2594.0,2777.3726,Medium,Medium,Expect moderate delays and allow extra travel time.
1833.0,2242.2366,Low,Low,Traffic conditions are favorable.
1833.0,2234.4807,Low,Low,Traffic conditions are favorable.
1078.0,1453.0732,Low,Low,Traffic conditions are favorable.
1078.0,1461.18,Low,Low,Traffic conditions are favorable.
668.0,833.2699,Low,Low,Traffic conditions are favorable.
668.0,818.60693,Low,Low,Traffic conditions are favorable.
519.0,534.136,Low,Low,Traffic conditions are favorable.
362.0,550.9059,Low,Low,Traffic conditions are favorable.
423.0,464.3931,Low,Low,Traffic conditions are favorable.
850.0,908.9058,Low,Low,Traffic conditions are favorable.
1427.0,1596.6027,Low,Low,Traffic conditions are favorable.
1427.0,1581.6129,Low,Low,Traffic conditions are favorable.
1817.0,2168.7954,Low,Low,Traffic conditions are favorable.
2559.0,2882.2478,Medium,Medium,Expect moderate delays and allow extra travel time.
3477.0,3533.2952,Medium,Medium,Expect moderate delays and allow extra travel time.
3962.0,4066.7375,Medium,Medium,Expect moderate delays and allow extra travel time.
4236.0,4354.636,Medium,Medium,Expect moderate delays and allow extra travel time.
4236.0,4365.1577,Medium,Medium,Expect moderate delays and allow extra travel time.
4263.0,4680.7373,Medium,High,Avoid peak hours or consider an alternative route.
4263.0,4680.7373,Medium,High,Avoid peak hours or consider an alternative route.
4552.0,4685.649,Medium,High,Avoid peak hours or consider an alternative route.
4552.0,4697.178,Medium,High,Avoid peak hours or consider an alternative route.
4552.0,4680.7373,Medium,High,Avoid peak hours or consider an alternative route.
4379.0,4697.1367,Medium,High,Avoid peak hours or consider an alternative route.
4379.0,4683.891,Medium,High,Avoid peak hours or consider an alternative route.
4493.0,4687.425,Medium,High,Avoid peak hours or consider an alternative route.
4300.0,4675.515,Medium,High,Avoid peak hours or consider an alternative route.
4602.0,4560.428,High,Medium,Expect moderate delays and allow extra travel time.
4087.0,4287.0127,Medium,Medium,Expect moderate delays and allow extra travel time.
3237.0,3711.7869,Medium,Medium,Expect moderate delays and allow extra travel time.
2962.0,3302.139,Medium,Medium,Expect moderate delays and allow extra travel time.
2938.0,3150.9553,Medium,Medium,Expect moderate delays and allow extra travel time.
2573.0,2889.0208,Medium,Medium,Expect moderate delays and allow extra travel time.
2015.0,2475.966,Low,Medium,Expect moderate delays and allow extra travel time.
812.0,920.57654,Low,Low,Traffic conditions are favorable.
689.0,656.84015,Low,Low,Traffic conditions are favorable.
396.0,531.5867,Low,Low,Traffic conditions are favorable.
